Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Italy,Italy,1961,Earths,0.010578396803706702,0.32714132467230944,0.23208003648564157,0.019890571826949296,0.07204724783127138,0.09529583198642468,0.7570334096063038,3A,IT
Italy,Italy,1962,Earths,0.010921021846459973,0.37486479451053756,0.22498449615872196,0.018418966466580367,0.07514921418899549,0.10935072498606159,0.8136892181573565,3A,IT
Italy,Italy,1963,Earths,0.011021399804595124,0.433351787871811,0.24824329704037312,0.019152719585331972,0.08493400304564842,0.13706695985228212,0.9337701672000427,3A,IT
Italy,Italy,1964,Earths,0.011476317882966991,0.45971176324844226,0.25010108727003316,0.01978462608572447,0.07474796092190085,0.12936047077634344,0.9451822261854113,3A,IT
Italy,Italy,1965,Earths,0.012203955853302499,0.4937282515740202,0.26846782882022013,0.021146607100262404,0.07375832803900423,0.12881551866402044,0.99812049005083,3A,IT
Italy,Italy,1966,Earths,0.012071628892742492,0.5480658351047437,0.28439941012811565,0.021930363034320458,0.08216420007740004,0.14697571240535456,1.095607149642677,3A,IT
Italy,Italy,1967,Earths,0.013268023754694769,0.6166217228861459,0.3026985944636781,0.023034921597338668,0.09052711767208839,0.15975492549797746,1.205905305871924,3A,IT
Italy,Italy,1968,Earths,0.012791105501816977,0.6593243302896179,0.3054080814447138,0.023615095221402312,0.1196349331216222,0.15694054608265398,1.2777140916618275,3A,IT
Italy,Italy,1969,Earths,0.014160492530630696,0.7464163732594045,0.32777383562341117,0.024074607372216308,0.12264635834531241,0.17334793606876164,1.4084196031997347,3A,IT
Italy,Italy,1970,Earths,0.014499858548805283,0.8625831681145766,0.32952831059614046,0.02398882083876076,0.1256167823245541,0.17673540440463487,1.532952344827472,3A,IT
Italy,Italy,1971,Earths,0.017364849818246,0.8905886641474889,0.34100188202606535,0.024544675357622184,0.1056571280181086,0.17343054531139276,1.5525877446789236,3A,IT
Italy,Italy,1972,Earths,0.016531526089324074,0.9746765615217935,0.335135058543506,0.029071321888881112,0.11849488588931638,0.19708026817795926,1.670989622110781,3A,IT
Italy,Italy,1973,Earths,0.016865482504574827,1.0618026243466065,0.3575213609296064,0.028832305941837316,0.13368629218788686,0.18689306734037037,1.7856011332508808,3A,IT
Italy,Italy,1974,Earths,0.017661779732102898,1.0616850055167113,0.351773464570778,0.03223484893748642,0.119383346358244,0.14884544481041703,1.7315838899257392,3A,IT
Italy,Italy,1975,Earths,0.018543576607941037,0.9887353606229323,0.3433575458983359,0.031708398410852254,0.0921107561739853,0.17558678464888147,1.6500424223629295,3A,IT
Italy,Italy,1976,Earths,0.0175143558227807,1.0935644363392791,0.3537784724572241,0.033389684539668785,0.111251250238159,0.19266560038474462,1.8021637997818545,3A,IT
Italy,Italy,1977,Earths,0.016724940143119166,1.053333727057095,0.33822209425694183,0.031498658370856504,0.11494397762728176,0.17993308857404,1.7346564860293343,3A,IT
Italy,Italy,1978,Earths,0.018460030344128617,1.0542298278976763,0.3764387927994539,0.031010150863177988,0.12061763200064114,0.19016949764886446,1.790925931553941,3A,IT
Italy,Italy,1979,Earths,0.019149103041491807,1.177532224664057,0.38548515354686264,0.0318969926399756,0.1452192270376687,0.2132583046364334,1.972541005566487,3A,IT
Italy,Italy,1980,Earths,0.02033545194445779,1.1978753035537915,0.39672848580887615,0.03342011755475525,0.1594625529415426,0.21419635290089,2.0220182647043123,3A,IT
Italy,Italy,1981,Earths,0.021472100028591207,1.1086986472037719,0.38011361737253346,0.03102369693195384,0.1399172596977563,0.21090051802624735,1.892125839260853,3A,IT
Italy,Italy,1982,Earths,0.01981132396694272,1.0774684722148087,0.3790472304779385,0.03443851396189714,0.134695668338677,0.2178851749456427,1.8633463839059072,3A,IT
Italy,Italy,1983,Earths,0.023397034479093543,1.080094987810842,0.4391982505072304,0.03595969646137997,0.13980241906981172,0.20349890700325848,1.9219512953316167,3A,IT
Italy,Italy,1984,Earths,0.022348366267789018,1.123762704526991,0.41630139175278336,0.0418542259327067,0.15403849153427157,0.21686237095341235,1.9751675509679523,3A,IT
Italy,Italy,1985,Earths,0.023933151700929745,1.1597148874693104,0.44642381887219573,0.04983946429145908,0.15808842807151233,0.2500060797831395,2.0880058301885467,3A,IT
Italy,Italy,1986,Earths,0.02435361989776963,1.2330437630544169,0.46245156794188885,0.04778260869639684,0.16065331298302993,0.23543222544869666,2.163717098022196,3A,IT
Italy,Italy,1987,Earths,0.027192113176296075,1.297822513973114,0.5143029961701828,0.05382478625450031,0.1773321394361712,0.24463340622979837,2.3151079552400615,3A,IT
Italy,Italy,1988,Earths,0.02548637909817734,1.370492276766881,0.4786921158295761,0.05301915013468015,0.18355039687834226,0.23317311116468126,2.344413429872339,3A,IT
Italy,Italy,1989,Earths,0.026029089365692343,1.460738373514304,0.4893381404080483,0.054697371396897496,0.19628170531670147,0.24406471512925185,2.471149395130891,3A,IT
Italy,Italy,1990,Earths,0.02384717905863027,1.4988886098708063,0.4797621723992769,0.05447151957921145,0.19869700972893736,0.25034633236595205,2.5060128230028136,3A,IT
Italy,Italy,1991,Earths,0.028874239225398366,1.5549476709628343,0.5507572372533945,0.05897510307325275,0.21550924876217042,0.27598724060525454,2.6850507398823047,3A,IT
Italy,Italy,1992,Earths,0.02750219514358695,1.5404398988283023,0.48732431546448685,0.05933070160474943,0.2283029648984653,0.27108641443104264,2.613986490370635,3A,IT
Italy,Italy,1993,Earths,0.02786934491399827,1.468152956161824,0.49538701818494457,0.05777208183620916,0.2200391482405768,0.2428557876527812,2.5120763369903325,3A,IT
Italy,Italy,1994,Earths,0.02806930483409089,1.5225046349681124,0.49822052137239775,0.05983864435330981,0.2491930406205962,0.2676230861873633,2.625449232335869,3A,IT
Italy,Italy,1995,Earths,0.02950494742335608,1.6222897548782256,0.5233724481924863,0.05850253836221197,0.2400465811394809,0.23717256355059124,2.7108888335463504,3A,IT
Italy,Italy,1996,Earths,0.027656763961189473,1.567983601019801,0.4923427562071546,0.0569701582059802,0.21864331306988513,0.23760598510443506,2.6012025775684426,3A,IT
Italy,Italy,1997,Earths,0.02795030696705348,1.650127126885222,0.493393655179862,0.057498470069476566,0.24869660230005794,0.2645176571105983,2.7421838185122707,3A,IT
Italy,Italy,1998,Earths,0.029607878768300896,1.7274579622382582,0.5235019475685668,0.057955161509109725,0.2609023259871674,0.2636595581669989,2.8630848342383994,3A,IT
Italy,Italy,1999,Earths,0.031826808092588595,1.7533826187257855,0.533734558425264,0.057321567243528986,0.2883873567186486,0.2588065356456239,2.923459444851439,3A,IT
Italy,Italy,2000,Earths,0.02992573866045817,1.8097574918474009,0.5191160514931014,0.05482183368295164,0.29549179001450054,0.303131665431844,3.0122445711302577,3A,IT
Italy,Italy,2001,Earths,0.02941349644855581,1.817763897495314,0.5276086756322615,0.06117953867501544,0.2869963075106566,0.23752155073589384,2.9604834664976982,3A,IT
Italy,Italy,2002,Earths,0.030143015941200363,1.865453939181512,0.5524008776025904,0.060243525455366084,0.2875736474527146,0.23171947644208687,3.0275344820754695,3A,IT
Italy,Italy,2003,Earths,0.026700375634852717,2.0104532284541796,0.5272474960439576,0.07100849155093095,0.28928438505557097,0.23213550017507337,3.1568294769145684,3A,IT
Italy,Italy,2004,Earths,0.033109392648111836,2.0215155855280202,0.5791591051893765,0.06876320146101435,0.292353127475048,0.2258548606337503,3.2207552729353237,3A,IT
Italy,Italy,2005,Earths,0.031704100258664644,2.078348305421815,0.5490745288511627,0.07488692294464881,0.2981870254677463,0.2258228394098249,3.2580237223538635,3A,IT
Italy,Italy,2006,Earths,0.029434982941015896,2.118889399362838,0.5446646796198498,0.08021183291522989,0.2981534246817336,0.24902479756836668,3.3203791170890367,3A,IT
Italy,Italy,2007,Earths,0.030078834515966022,2.131478708347714,0.5442683189452391,0.07632914207153921,0.2954375168000013,0.22295629434888573,3.3005488150293503,3A,IT
Italy,Italy,2008,Earths,0.029114671497284084,1.989307594178718,0.5253409863431232,0.07172158535427114,0.26553058081309067,0.20503863754975993,3.086054055736248,3A,IT
Italy,Italy,2009,Earths,0.028160217111675163,1.8500101996468852,0.5261133094101826,0.07474339170736359,0.24059252822264174,0.19674286523504228,2.9163625113337934,3A,IT
Italy,Italy,2010,Earths,0.02785307835382834,1.9789395099451212,0.5420997008665892,0.07417514719713368,0.27467279789001103,0.21330109087251178,3.1110413251251954,3A,IT
Italy,Italy,2011,Earths,0.029512687186042875,1.919697026194138,0.5193471423449428,0.07253496556298494,0.27413213997061603,0.21668627611981517,3.0319102373785425,3A,IT
Italy,Italy,2012,Earths,0.0283283261517277,1.7061681715542936,0.5027440235158781,0.07041456032891355,0.26659391973654767,0.19180845531862867,2.7660574566059877,3A,IT
Italy,Italy,2013,Earths,0.0284322238977518,1.6030683328813542,0.48334748833129565,0.07194597547872118,0.26446808189440807,0.19009671253994403,2.641358815023479,3A,IT
Italy,Italy,2014,Earths,0.02874740716197056,1.5402117504257538,0.5337114083809473,0.07764135609010699,0.2672781608684318,0.1902924130773833,2.637882496004595,3A,IT
Italy,Italy,2015,Earths,0.03004971112143987,1.6077381024470847,0.5237859501833354,0.08158382431973414,0.27196332338273893,0.18790886193281417,2.703029773387148,3A,IT
Italy,Italy,2016,Earths,0.030488309845881394,1.61033589794078,0.5295602121824062,0.08576403640360558,0.27708353914528505,0.18885941720690314,2.7220914127248643,3A,IT
